Requirement_ID,Requirement,Sub_Feature_ID,Sub_Feature,Test_Case_ID,Test_Case_Name,Feature_Description,Verification_Goal,Stimuli,Test_Type,Coverage_Method,Covergroup_Binding,Assertion_Binding,Sequence_Binding,Criteria_Pass_Fail,Priority,RTL_Reference,Spec_Reference,Status,Implementation_Stage,Implementation_Artifact,Implementation_Notes
F3.22,L2 ReqQ FSM,F3.22,L2TLB_REQQ,TC-REQQ-FSM-001,L2 ReqQ FSM coverage,ReqQ FSM all states/transitions,Verify all visited,reqq seq,Directed,Function Coverage,l2tlb_reqq_cg,N/A,l2tlb_random_vaddr_seq,All states reached,P0,mmu/rtl/mmu_l2tlb_reqq.sv,Internal,Active,,,
F3.22,L2 ReqQ bypass,F3.22,L2TLB_REQQ,TC-REQQ-BYPASS-001,L2 ReqQ bypass empty,ReqQ bypass when empty,Verify direct path,reqq seq,Directed,Function Coverage,l2tlb_reqq_cg,N/A,l2tlb_random_vaddr_seq,Bypass correct,P0,mmu/rtl/mmu_l2tlb_reqq.sv,Internal,Active,,,
F3.23,L2 ReqQ retry,F3.23,L2TLB_REQQ_RETRY,TC-REQQ-RETRY-001,L2 ReqQ retry,Retry on bank conflict,Verify retry path,retry seq,Directed,Function Coverage,l2tlb_reqq_cg,N/A,l2tlb_random_vaddr_seq,Retry correct,P0,mmu/rtl/mmu_l2tlb_reqq_entry.sv,Internal,Active,,,
F3.23,L2 ReqQ FFZ,F3.23,L2TLB_REQQ_FFZ,TC-REQQ-FFZ-001,L2 ReqQ FFZ alloc,Find-First-Zero alloc all entries,Verify all slots used,reqq ffz seq,Directed,Function Coverage,l2tlb_reqq_cg,N/A,l2tlb_random_vaddr_seq,All slots used,P0,mmu/rtl/mmu_l2tlb_reqq.sv,Internal,Active,,,
F3.24,L2 ReqQ ITLB DTLB share,F3.24,L2TLB_REQQ,TC-REQQ-ITLB-DTLB-001,L2 ReqQ shared,ITLB and DTLB requests sharing ReqQ,Verify fair sharing,reqq mix seq,Constrained-Random,Function Coverage,l2tlb_reqq_cg,N/A,l2tlb_random_vaddr_seq,Fair sharing,P0,mmu/rtl/mmu_l2tlb_reqq.sv,Internal,Active,,,
F3.25,L2 MB SFENCE abort,F3.25,L2TLB_MB,TC-MB-SFENCE-ABORT-001,L2 MB SFENCE abort,SFENCE while MB pending,Verify entry aborted,mb sfence seq,Directed,Function Coverage,mbuf_alloc_cg,sva_mb_fsm,tlb_inv_during_walk_vseq,MB cleared,P0,mmu/rtl/mmu_l2tlb_mb_entry.sv,Internal,Active,,,
F3.26,L2 MB dedup,F3.26,L2TLB_MB,TC-MB-DEDUP-001,L2 MB dedup,Same VA back-to-back miss dedup,Verify single MB entry,mb dedup seq,Directed,Function Coverage,mbuf_alloc_cg,N/A,l2tlb_random_vaddr_seq,Single entry,P0,mmu/rtl/mmu_l2tlb_mb.sv,Internal,Active,,,
F3.27,L2 MB FFZ bias,F3.27,L2TLB_MB,TC-MB-FFZ-BIAS-001,L2 MB FFZ alloc bias,FFZ allocation entry bias,Verify all entries used,mb ffz seq,Stress,Function Coverage,mbuf_alloc_cg,N/A,l2tlb_random_vaddr_seq,All entries used,P0,mmu/rtl/mmu_l2tlb_mb.sv,Internal,Active,,,
F3.27,L2 MB dealloc race,F3.27,L2TLB_MB,TC-MB-DEALLOC-RACE-001,L2 MB dealloc race,Concurrent dealloc/alloc,Verify uniqueness,mb race seq,Stress,Function Coverage,mbuf_alloc_cg,N/A,l2tlb_random_vaddr_seq,No double,P0,mmu/rtl/mmu_l2tlb_mb.sv,Internal,Active,,,
F3.28,L2 refill atomic,F3.28,L2TLB_REFILL,TC-REFILL-ATOMIC-001,L2 refill atomic,Refill writes one cycle atomic,Verify atomicity,refill atomic seq,SVA,Assertion,N/A,sva_refill_atomic,l2tlb_random_vaddr_seq,Atomic,P0,mmu/rtl/mmu_l2tlb.sv,Internal,Active,,,
F3.29,L2 INV refill race,F3.29,L2TLB_INV_REFILL,TC-INV-REFILL-RACE-001,L2 INV refill race,INV during refill,Verify priority,inv refill race seq,Directed,Function Coverage,mbuf_alloc_cg,sva_inv_during_refill,tlb_inv_during_walk_vseq,No stale,P0,mmu/rtl/mmu_l2tlb.sv,Internal,Active,,,
F3.30,L2 latency,F3.30,L2TLB_LATENCY,TC-L2-LATENCY-001,L2 latency profile,L2 hit/miss latency profile,Verify ranges,perf seq,Directed,Function Coverage,perf_event_cg,N/A,l2tlb_random_vaddr_seq,Ranges OK,P1,mmu/rtl/mmu_l2tlb.sv,Internal,Active,,,
F3.31,L2 arb mask,F3.31,L2TLB_ARB,TC-ARB-MASK-001,L2 arb mask,L2 arbiter mask path,Verify masking correct,arb mask seq,Directed,Function Coverage,cg_xbar_select,N/A,l2tlb_random_vaddr_seq,Mask correct,P1,mmu/rtl/mmu_arb.sv,Internal,Active,,,
F3.32,L2 arb work-conserving,F3.32,L2TLB_ARB,TC-ARB-WC-001,L2 arb work-conserving,No idle when grants available,Verify WC,arb wc seq,Directed,Function Coverage,cg_xbar_select,N/A,l2tlb_random_vaddr_seq,WC,P1,mmu/rtl/mmu_arb.sv,Internal,Active,,,
F3.32,L2 arb priority,F3.32,L2TLB_ARB,TC-ARB-PRIO-001,L2 arb priority,L2 arbiter priority chain,Verify deterministic,arb prio seq,Directed,Function Coverage,cg_xbar_select,N/A,l2tlb_random_vaddr_seq,Priority correct,P1,mmu/rtl/mmu_arb.sv,Internal,Active,,,
F3.34,L2 FPGA-ASIC equiv (RTL),F3.34,L2TLB_FPGA_ASIC,TC-FPGA-ASIC-EQ-001,L2 FPGA ASIC RTL,FPGA-ASIC RAM model equivalence (RTL),Verify equiv,fpga asic seq,Directed,Function Coverage,sram_collision_cg,sva_sram_equiv,l2tlb_base_seq,Equiv,P1,mmu/rtl/mmu_fpga_ram.sv,Internal,Active,,,
F13.10,L2 FPGA-ASIC equiv (W2R),F13.10,L2TLB_FPGA_ASIC,TC-FPGA-ASIC-EQ-002,L2 FPGA ASIC W2R,Same-cycle write-then-read FPGA vs ASIC,Verify behavior,fpga w2r seq,Directed,Function Coverage,sram_collision_cg,sva_sram_equiv,l2tlb_random_vaddr_seq,Equiv,P0,mmu/rtl/mmu_fpga_ram.sv,Internal,Active,,,
F3.35,L2 SRAM cross-bank,F3.35,L2TLB_SRAM_CROSS,TC-SRAM-CROSS-001,L2 SRAM cross-bank,Cross-bank concurrent access,Verify independence,cross seq,Directed,Function Coverage,l2tlb_bank_cg,N/A,l2tlb_random_vaddr_seq,Independent,P1,mmu/rtl/mmu_l2tlb.sv,Internal,Active,,,
F3.36,L2 valid clear post-reset,F3.36,L2TLB_RST_VLD,TC-RST-VLD-CLR-001,L2 valid clear post-reset,Valid bits cleared post-reset,Verify all-zero,reset seq,Directed,Function Coverage,sram_collision_cg,sva_no_x_after_reset,l2tlb_base_seq,All clear,P1,mmu/rtl/mmu_l2tlb.sv,Internal,Active,,,
F3.37,L2 xbar idle,F3.37,L2TLB_XBAR,TC-XBAR-IDLE-001,L2 xbar idle TWU fallback,Idle TWU fallback selection,Verify idle path,xbar idle seq,Directed,Function Coverage,cg_xbar_select,N/A,l2tlb_random_vaddr_seq,Idle correct,P1,mmu/rtl/one_to_four_xbar.sv,Internal,Active,,,
F3.37,L2 xbar abort,F3.37,L2TLB_XBAR,TC-XBAR-ABORT-001,L2 xbar abort dispatch,Abort during dispatch,Verify abort,xbar abort seq,Error-Injection,Function Coverage,cg_xbar_select,N/A,l2tlb_random_vaddr_seq,Aborted,P1,mmu/rtl/one_to_four_xbar.sv,Internal,Active,,,
F3.38,L2 LP gating,F3.38,L2TLB_LP,TC-LP-GATING-001,L2 LP gating,Low-power gating during idle,Verify gating,lp seq,Directed,Function Coverage,cg_dft,sva_icg_hold,l2tlb_base_seq,Gating OK,P2,mmu/rtl/mmu_l2tlb.sv,Internal,Active,,,
F3.39,L2 DFT SRAM,F3.39,L2TLB_DFT,TC-DFT-SRAM-001,L2 DFT SRAM,DFT path SRAM bypass,Verify DFT,dft seq,Directed,Function Coverage,cg_dft,N/A,l2tlb_base_seq,DFT correct,P2,mmu/rtl/ct_spram_wrapper.sv,Internal,Active,,,
F3.40,L2 hash distribution,F3.40,L2TLB_HASH_DIST,TC-HASH-DIST-001,L2 hash dist analysis,Hash distribution analysis,Verify uniformity,hash dist seq,Constrained-Random,Function Coverage,l2tlb_skew_hash_cg,N/A,l2tlb_random_vaddr_seq,Uniform,P2,mmu/rtl/mmu_l2tlb.sv,Internal,Active,,,
F4.13,A bit page-fault,F4.13,PTW_AD,TC-AD-A-PGFLT-001,PTW A=0 read pgflt,A=0 read trap-only no HW write-back,Verify page-fault,pte A=0 read seq,Directed,Function Coverage,pagefault_cg,sva_a_bit_pgflt,ptw_random_pte_seq,Pgflt raised,P0,mmu/rtl/ptw.sv,Sv39§4.3,Active,,,
F4.14,D bit page-fault,F4.14,PTW_AD,TC-AD-D-PGFLT-001,PTW D=0 write pgflt,D=0 write trap-only no HW write-back,Verify page-fault,pte D=0 write seq,Directed,Function Coverage,pagefault_cg,sva_d_bit_pgflt,ptw_random_pte_seq,Pgflt raised,P0,mmu/rtl/ptw.sv,Sv39§4.3,Active,,,
F4.46,A/D trap-only generic,F4.46,PTW_AD_TRAP,TC-AD-TRAP-ONLY-001,PTW A/D trap only,Trap-only A/D no auto write-back,Verify no PTE write,sva trigger,SVA,Assertion,N/A,sva_a_bit_pgflt sva_d_bit_pgflt,ptw_random_pte_seq,No PTE write,P0,mmu/rtl/ptw.sv,Internal,Active,,,
F4.23,Wakeup broadcast PTW,F4.23,PTW_WAKEUP,TC-WAKEUP-BCAST-001,PTW wakeup broadcast,PTW refill broadcasts to all waiters,Verify all wake,wakeup broadcast seq,Directed,Function Coverage,mbuf_alloc_cg,sva_wakeup_broadcast,mmu_concurrent_3pipe_vseq,All waiters wake,P0,mmu/rtl/ptw.sv,Internal,Active,,,
F4.28,TWU CSR FSM,F4.28,PTW_TWU_CSR,TC-TWU-CSR-FSM-001,TWU CSR FSM coverage,TWU CSR FSM all states,Verify all,twu fsm seq,Directed,Function Coverage,cg_twu_csr_fsm,N/A,ptw_random_pte_seq,All visited,P1,mmu/rtl/twu.sv,Internal,Active,,,
F4.29,TWU CSR refill,F4.29,PTW_TWU_CSR,TC-TWU-CSR-REFILL-001,TWU CSR refill,TWU CSR refill path,Verify refill,twu refill seq,Directed,Function Coverage,cg_twu_csr_fsm,N/A,ptw_random_pte_seq,Refill ok,P1,mmu/rtl/twu.sv,Internal,Active,,,
F4.30,TWU data ready,F4.30,PTW_TWU_DATA,TC-TWU-DATA-RDY-001,TWU data ready,TWU data_rdy handshake,Verify timing,twu data seq,Directed,Function Coverage,cg_twu_csr_fsm,N/A,ptw_random_pte_seq,Handshake ok,P1,mmu/rtl/twu.sv,Internal,Active,,,
F4.31,PMBUF FFZ,F4.31,PTW_PMBUF,TC-PMBUF-FFZ-001,PTW PMBUF FFZ alloc,ptw_mbuf 9-entry FFZ alloc,Verify all entries,ffz seq,Stress,Function Coverage,mbuf_alloc_cg,N/A,ptw_random_pte_seq,All used,P0,mmu/rtl/ptw_mbuf.sv,Internal,Active,,,
F4.32,PMBUF round-robin,F4.32,PTW_PMBUF,TC-PMBUF-RR-001,PTW PMBUF RR,ptw_mbuf round-robin among waiters,Verify fairness,rr seq,Constrained-Random,Function Coverage,mbuf_alloc_cg,N/A,ptw_random_pte_seq,Fair RR,P0,mmu/rtl/ptw_mbuf.sv,Internal,Active,,,
F4.33,PMBUF ITLB slot,F4.33,PTW_PMBUF,TC-PMBUF-ITLB-SLOT-001,PTW PMBUF ITLB slot,ITLB-reserved slot,Verify reservation,itlb slot seq,Directed,Function Coverage,mbuf_alloc_cg,N/A,ifu_random_vaddr_seq,Reserved,P0,mmu/rtl/ptw_mbuf.sv,Internal,Active,,,
F4.34,PMBUF multi-TWU,F4.34,PTW_PMBUF,TC-PMBUF-MULTI-TWU-001,PTW PMBUF multi-TWU,One PMBUF entry handled by multiple TWU one-hot,Verify one-hot,multi-twu seq,Directed,Function Coverage,mbuf_alloc_cg cg_xbar_select,N/A,ptw_random_pte_seq,One-hot ok,P0,mmu/rtl/ptw_mbuf.sv,Internal,Active,,,
F4.35,MBUF entry FSM,F4.35,PTW_MBUF_FSM,TC-MBUF-FSM-001,PTW MBUF FSM,mbuf_entry FSM all states/transitions,Verify all,mbuf fsm seq,SVA,Assertion,cg_mbuf_fsm,sva_mb_fsm,ptw_random_pte_seq,Visited,P1,mmu/rtl/mbuf_entry.sv,Internal,Active,,,
F4.36,PMBUF dedup,F4.36,PTW_PMBUF,TC-PMBUF-DEDUP-001,PTW PMBUF dedup,Same VA dedup in PMBUF,Verify single,dedup seq,Directed,Function Coverage,mbuf_alloc_cg,N/A,ptw_random_pte_seq,Single,P0,mmu/rtl/ptw_mbuf.sv,Internal,Active,,,
F4.37,PMBUF write-back fairness,F4.37,PTW_PMBUF,TC-PMBUF-WB-FAIR-001,PTW PMBUF WB fairness,Write-back fairness,Verify fair,wb fair seq,Constrained-Random,Function Coverage,mbuf_alloc_cg,N/A,ptw_random_pte_seq,Fair,P0,mmu/rtl/ptw_mbuf.sv,Internal,Active,,,
F4.38,PDE ASID stale,F4.38,PTW_PDE,TC-PDE-ASID-STALE-001,PDE ASID stale,PDE-cache hit ASID match,Verify match,pde stale seq,Directed,Function Coverage,satp_hazard_cg,sva_pde_asid_match,cp0_satp_sel_toggle_seq,Match,P0,mmu/rtl/PDE_cache.sv,Internal,Active,,,
F4.39,PDE mux,F4.39,PTW_PDE,TC-PDE-MUX-001,PDE mux selection,L1PDE/L2PDE mux,Verify mux,pde mux seq,Directed,Function Coverage,satp_hazard_cg,N/A,ptw_random_pte_seq,Mux ok,P0,mmu/rtl/L1PDE_cache.sv,Internal,Active,,,
F4.40,PDE clear,F4.40,PTW_PDE,TC-PDE-CLR-001,PDE cache clear,PDE cache clear via SFENCE,Verify clear,pde clr seq,Directed,Function Coverage,satp_hazard_cg,N/A,tlb_inv_all_seq,Cleared,P0,mmu/rtl/PDE_cache.sv,Internal,Active,,,
F4.41,pplru one-hot,F4.41,PTW_PPLRU,TC-PPLRU-ONEHOT-001,PTW pplru one-hot,pplru victim one-hot,Verify one-hot,pplru seq,SVA,Assertion,N/A,sva_pplru_onehot,ptw_random_pte_seq,One-hot,P1,mmu/rtl/pplru.sv,Internal,Active,,,
F4.42,PMBUF LSU ID/grant channel,F4.42,PTW_PMBUF_LSU,TC-PMBUF-REQ-RESP-ID-BASIC-001;TC-PMBUF-GRANT-HOLD-ADDR-ID-001,test_pmbuf_req_resp_id_basic_001;test_pmbuf_grant_hold_addr_id_001,PTW-LSU channel carries request ID and scalar grant,Verify request ID echo and grant fire semantics,ptw_mem_normal_rsp_seq + ptw_mem_grant_backpressure_seq,Directed,Assertion + Function Coverage,cp_lsu_req_fire;cp_lsu_grant_wait,PTW-SVA-LSUID-001;PTW-SVA-LSUID-003;PTW-SVA-GRANT-001;PTW-SVA-GRANT-002,ptw_mem_normal_rsp_seq;ptw_mem_grant_backpressure_seq,req ID matches MBUF entry and req&&grant creates outstanding,P0,mmu/rtl/ptw_mbuf.sv;mmu/rtl/mbuf_entry.sv,ptw_lsu_id Phase14,Active,Phase14:ptw-lsu-id,mmu_verification/testbench/test/ptw_lsu_protocol_tests/ptw_lsu_id_phase12_tests.svh,legacy TC-PMBUF-LSU-CHN-001 superseded by PTW-LSU-ID/GRANT requirements
F4.43,PMBUF OOO response by ID,F4.43,PTW_PMBUF,TC-PMBUF-OOO-RESPONSE-BY-ID-001,test_pmbuf_ooo_response_by_id_001,Multiple legal responses may return out of accept order when routed by ID,Verify completion uses response ID and source key,ptw_mem_slow_rsp_seq + ptw_mem_ooo_rsp_seq,Directed,Assertion + Function Coverage,cp_lsu_ooo_response,PTW-SVA-LSUID-004;PTW-SVA-LSUID-005,ptw_mem_ooo_rsp_seq,OOO response closes matching ID without corrupting other entry,P0,mmu/rtl/ptw_mbuf.sv;mmu/rtl/mbuf_entry.sv,ptw_lsu_id Phase14,Active,Phase14:ptw-lsu-id,mmu_verification/testbench/test/ptw_lsu_protocol_tests/ptw_lsu_id_phase12_tests.svh,legacy TC-PMBUF-MULTI-RESP-001 mandatory in-order expectation obsolete
F4.44,PMBUF ID forward progress and drain,F4.44,PTW_PMBUF,TC-PMBUF-MULTI-OUTSTANDING-ID-001;TC-PMBUF-ABORT-DRAIN-MULTI-001,test_pmbuf_multi_outstanding_id_001;test_pmbuf_abort_drain_multi_001,All-busy progress uses ID-indexed outstanding and abort drain,Verify forward progress with multiple IDs and drain completion,ptw_mem_slow_rsp_seq + mmu_sfence_during_walk_vseq,Directed + Stress,Function Coverage,cp_lsu_two_outstanding;cp_lsu_abort_drain_multi,PTW-SVA-LSUID-002;PTW-SVA-ABDRN-005,ptw_mem_slow_rsp_seq;mmu_sfence_during_walk_vseq,No deadlock with multiple IDs and drain waits all responses,P0,mmu/rtl/ptw_mbuf.sv;mmu/rtl/mbuf_entry.sv,ptw_lsu_id Phase14,Active,Phase14:ptw-lsu-id,mmu_verification/testbench/test/ptw_lsu_protocol_tests/ptw_lsu_id_phase12_tests.svh,legacy TC-PMBUF-NO-DEADLOCK-001 now backed by ID outstanding and abort-drain evidence
F4.45,TWU addr boundary,F4.45,PTW_ADDR_BND,TC-TWU-ADDR-BOUND-001,TWU addr boundary,VA/PA boundary 0/all-ones,Verify behavior,addr bound seq,Directed,Function Coverage,cg_twu_csr_fsm,N/A,ptw_random_pte_seq,Boundary ok,P2,mmu/rtl/twu.sv,Internal,Active,,,
F4.47,PTW abort before grant,F4.47,PTW_ABORT,TC-PMBUF-ABORT-BEFORE-GRANT-CANCEL-001,test_pmbuf_abort_before_grant_cancel_001,Held PTW-LSU request cancelled before grant creates no outstanding,Verify abort before grant has no response requirement,ptw_mem_grant_long_backpressure_seq + mmu_sfence_during_walk_vseq,Error-Injection,Assertion + Function Coverage,cp_lsu_abort_before_grant,PTW-SVA-GRANT-003,ptw_mem_grant_long_backpressure_seq;mmu_sfence_during_walk_vseq,held request cancelled without entry outstanding,P0,mmu/rtl/ptw_mbuf.sv;mmu/rtl/mbuf_entry.sv,ptw_lsu_id Phase14,Active,Phase14:ptw-lsu-id,mmu_verification/testbench/test/ptw_lsu_protocol_tests/ptw_lsu_id_phase12_tests.svh,legacy TC-PTW-ABORT-001 refined to grant-aware cancel semantics
F4.48,PTW abort drain with ID,F4.48,PTW_ABORT,TC-PMBUF-ABORT-DRAIN-MULTI-001;TC-PMBUF-NO-NEW-REQ-DURING-DRAIN-001,test_pmbuf_abort_drain_multi_001;test_pmbuf_no_new_req_during_drain_001,Abort keeps granted entries on until response IDs drain and blocks new requests,Verify response-ID drain no create no request no PDE update,ptw_mem_slow_rsp_seq + ptw_mem_ooo_rsp_seq + mmu_sfence_during_walk_vseq,Error-Injection,Assertion + Function Coverage,cp_lsu_abort_drain_multi;cp_lsu_abort_drain_no_req,PTW-SVA-ABDRN-002;PTW-SVA-ABDRN-003;PTW-SVA-ABDRN-004;PTW-SVA-ABDRN-005,ptw_mem_slow_rsp_seq;mmu_sfence_during_walk_vseq,drain waits all response IDs and blocks new traffic,P0,mmu/rtl/ptw_mbuf.sv;mmu/rtl/ptw.sv,ptw_lsu_id Phase14,Active,Phase14:ptw-lsu-id,mmu_verification/testbench/test/ptw_lsu_protocol_tests/ptw_lsu_id_phase12_tests.svh,legacy TC-PTW-ABORT-BCAST-001 refined to response-ID drain semantics
F4.49,PMBUF bus-error by response ID,F4.49,PTW_PMBUF,TC-PMBUF-BUS-ERROR-ROUTE-BY-ID-001,test_pmbuf_bus_error_route_by_id_001,bus-error response routes to matching MBUF ID and source key,Verify bus error no CHK and no PDE update,ptw_mem_bus_error_by_count1_seq + lsu_mapped_pipe0_rr_seq,Error-Injection,Assertion + Function Coverage,cp_lsu_buserr_by_id;cp_lsu_bus_error_no_chk,PTW-SVA-BUSERR-001;PTW-SVA-PDE-UPD-026,ptw_mem_bus_error_by_count1_seq,bus error only affects matching response ID,P0,mmu/rtl/mbuf_entry.sv;mmu/rtl/ptw_mbuf.sv,ptw_lsu_id Phase14,Active,Phase14:ptw-lsu-id,mmu_verification/testbench/test/ptw_lsu_protocol_tests/ptw_lsu_id_phase12_tests.svh,legacy TC-PMBUF-BUSERR-FAIR-001 refined to response-ID route and no-update evidence
F4.50,SATP-walk consist,F4.50,PTW_SATP,TC-SATP-WALK-CONSIST-001,SATP-walk consistency,SATP write vs in-flight walk,Verify consistency,satp walk seq,Directed,Function Coverage,satp_hazard_cg,N/A,cp0_satp_sel_toggle_seq,Consistent,P1,mmu/rtl/ptw.sv,Internal,Active,,,
F4.51,XBAR fairness,F4.51,PTW_XBAR,TC-XBAR-FAIR-001,XBAR fairness,Cross-bar fairness 4 sources,Verify fair,xbar fair seq,Stress,Function Coverage,cg_xbar_select,N/A,mmu_stress_all_ports_vseq,Fair,P1,mmu/rtl/one_to_four_xbar.sv,Internal,Active,,,
F4.51,XBAR drain,F4.51,PTW_XBAR,TC-XBAR-DRAIN-001,XBAR drain,Cross-bar drain on flush,Verify drain,xbar drain seq,Directed,Function Coverage,cg_xbar_select,N/A,mmu_stress_all_ports_vseq,Drained,P1,mmu/rtl/one_to_four_xbar.sv,Internal,Active,,,
F4.52,XBAR mask latency,F4.52,PTW_XBAR,TC-XBAR-MASK-LAT-001,XBAR mask latency,Mask change latency,Verify latency,xbar mask seq,Directed,Function Coverage,cg_xbar_select,N/A,ptw_random_pte_seq,Latency ok,P1,mmu/rtl/one_to_four_xbar.sv,Internal,Active,,,
F4.53,PTW busy consistency,F4.53,PTW_BUSY,TC-PTW-BUSY-CONSIST-001,PTW busy consistency,tlb_busy vs internal state,Verify consistent,busy seq,SVA,Assertion,N/A,sva_ptw_busy,mmu_stress_all_ports_vseq,Consistent,P1,mmu/rtl/ptw.sv,Internal,Active,,,
F4.53,PTW watchdog,F4.53,PTW_WD,TC-PTW-WATCHDOG-001,PTW watchdog timeout,Watchdog detects hang,Verify timeout,watchdog seq,Stress,Function Coverage,perf_event_cg,N/A,mmu_stress_all_ports_vseq,Timeout caught,P1,mmu/rtl/ptw.sv,Internal,Active,,,
F4.54,PMP mid-walk,F4.54,PTW_PMP_MID,TC-PMP-MIDWALK-001,PTW PMP mid-walk,PMP change during walk,Verify behavior,midwalk seq,Directed,Function Coverage,pmp_cg,N/A,ptw_random_pte_seq,Behavior defined,P1,mmu/rtl/ct_mmu_top.v,Internal,Active,,,
F4.54,SysMap mid-walk,F4.54,PTW_SYSMAP_MID,TC-SYSMAP-MIDWALK-001,PTW SysMap mid-walk,SysMap config change during walk,Verify behavior,midwalk seq,Directed,Function Coverage,sysmap_cg,N/A,ptw_random_pte_seq,Behavior defined,P1,mmu/rtl/ct_mmu_sysmap.v,Internal,Active,,,
F4.55,PTE RSW,F4.55,PTW_RSW,TC-PTE-RSW-001,PTE RSW bits ignored,PTE RSW software bits ignored by HW,Verify ignored,rsw seq,Directed,Function Coverage,ptw_walk_cg,N/A,ptw_random_pte_seq,Ignored,P2,mmu/rtl/ptw.sv,Sv39§4.3,Active,,,
F4.55,MBUF multi-level,F4.55,PTW_MULTI,TC-MBUF-MULTI-LEVEL-001,MBUF multi-level walk,Multi-level walk progress,Verify level transitions,multi-level seq,Directed,Function Coverage,ptw_walk_cg cg_mbuf_fsm,N/A,ptw_random_pte_seq,Levels visited,P1,mmu/rtl/mbuf_entry.sv,Internal,Active,,,
F4.55,CSR refill priority,F4.55,PTW_CSR_PRIO,TC-CSR-REFILL-PRIO-001,CSR refill priority,CSR refill vs normal walk priority,Verify priority,csr prio seq,Directed,Function Coverage,csr_cg,N/A,ptw_random_pte_seq,Priority ok,P1,mmu/rtl/twu.sv,Internal,Active,,,
F5.13,XBAR fallback,F5.13,XBAR_FB,TC-XBAR-FALLBACK-001,XBAR idle TWU fallback,Idle TWU fallback path,Verify fallback,fallback seq,Directed,Function Coverage,cg_xbar_select,N/A,ptw_random_pte_seq,Fallback ok,P1,mmu/rtl/one_to_four_xbar.sv,Internal,Active,,,
F5.14,XBAR dispatch abort,F5.14,XBAR_DISPATCH,TC-XBAR-DISPATCH-ABORT-001,XBAR dispatch abort,Abort during dispatch,Verify abort,dispatch abort seq,Error-Injection,Function Coverage,cg_xbar_select,N/A,lsu_abort_seq,Aborted,P1,mmu/rtl/one_to_four_xbar.sv,Internal,Active,,,
F5.11,Arb bank mask,F5.11,ARB_BANK,TC-ARB-BANK-MASK-001,Arb bank mask,Arb bank mask timing,Verify timing,bank mask seq,Directed,Function Coverage,cg_xbar_select,N/A,l2tlb_random_vaddr_seq,Timing ok,P1,mmu/rtl/mmu_arb.sv,Internal,Active,,,
F5.12,Arb BP latency,F5.12,ARB_BP,TC-ARB-BP-LAT-001,Arb back-pressure latency,Back-pressure latency,Verify latency,bp lat seq,Directed,Function Coverage,perf_event_cg,N/A,mmu_stress_all_ports_vseq,Latency ok,P1,mmu/rtl/mmu_arb.sv,Internal,Active,,,
F6.10,SysMap 8 ports,F6.10,SYSMAP_8PORT,TC-SYSMAP-8PORT-001,SysMap 8 ports,SysMap 8-port lookup independence,Verify independence,8port seq,Directed,Function Coverage,sysmap_cg,N/A,sysmap_random_seq,Independent,P1,mmu/rtl/ct_mmu_sysmap.v,Internal,Active,,,
F6.11,SysMap priority,F6.11,SYSMAP_PRIO,TC-SYSMAP-PRIO-001,SysMap priority chain,Region priority chain,Verify lowest-id wins,priority seq,Directed,Function Coverage,sysmap_cg,N/A,sysmap_random_seq,Lowest wins,P1,mmu/rtl/ct_mmu_sysmap_hit.v,Internal,Active,,,
F6.12,SysMap default flag,F6.12,SYSMAP_DEFAULT,TC-SYSMAP-DEFAULT-001,SysMap default flag,No-region default flag,Verify default,default seq,Directed,Function Coverage,sysmap_cg,N/A,sysmap_random_seq,Default applied,P1,mmu/rtl/ct_mmu_sysmap.v,Internal,Active,,,
F6.13,SysMap edge boundary,F6.13,SYSMAP_EDGE,TC-SYSMAP-EDGE-001,SysMap edge boundary,Region boundary +/- 1,Verify edge,edge seq,Directed,Function Coverage,sysmap_cg,N/A,sysmap_random_seq,Edge correct,P1,mmu/rtl/ct_mmu_sysmap_hit.v,Internal,Active,,,
F6.14,SysMap PA width,F6.14,SYSMAP_WIDTH,TC-SYSMAP-WIDTH-001,SysMap PA width,PA_WIDTH parameter,Verify,width seq,Directed,Function Coverage,sysmap_cg,N/A,sysmap_random_seq,Param correct,P2,mmu/rtl/ct_mmu_sysmap.v,Internal,Active,,,
F6.15,SysMap MEL alignment,F6.15,SYSMAP_MEL,TC-SYSMAP-MEL-ALIGN-001,SysMap MEL alignment,MEL/MEH alignment,Verify alignment,mel seq,Directed,Function Coverage,sysmap_cg,N/A,sysmap_random_seq,Alignment ok,P1,mmu/rtl/ct_mmu_sysmap.v,Internal,Active,,,
F6.16,SysMap disable,F6.16,SYSMAP_DIS,TC-SYSMAP-DISABLE-001,SysMap disable,Disable region,Verify disable,disable seq,Directed,Function Coverage,sysmap_cg,N/A,sysmap_random_seq,Disabled,P1,mmu/rtl/ct_mmu_sysmap.v,Internal,Active,,,
F6.16,SysMap align,F6.16,SYSMAP_ALN,TC-SYSMAP-ALIGN-001,SysMap region align,Region 4K aligned,Verify align,align seq,Directed,Function Coverage,sysmap_cg,N/A,sysmap_random_seq,Aligned,P1,mmu/rtl/ct_mmu_sysmap.v,Internal,Active,,,
